ТИК;УИК;Дегтярев Михаил Владимирович;Левичев Николай Владимирович;Мельников Иван Иванович;Митрохин Сергей Сергеевич;Навальный Алексей Анатольевич;Собянин Сергей Семенович;ТИК;УИК
Хорошевский район;467;2,70;2,61;14,49;5,85;26,19;47,25;Хорошевский район;467
Хорошевский район;468;2,94;2,67;9,48;6,01;31,64;45,39;Хорошевский район;468
Хорошевский район;469;2,71;4,17;10,94;3,07;23,66;52,89;Хорошевский район;469
Хорошевский район;470;1,73;2,19;11,74;4,95;39,24;39,47;Хорошевский район;470
Хорошевский район;471;2,94;3,96;8,82;4,35;33,76;45,01;Хорошевский район;471
Хорошевский район;472;1,62;3,60;16,59;3,36;39,21;33,76;Хорошевский район;472
Хорошевский район;473;1,42;0,79;5,99;3,47;48,58;39,59;Хорошевский район;473
Хорошевский район;474;1,57;1,42;4,09;3,14;54,87;34,28;Хорошевский район;474
Хорошевский район;475;2,72;1,76;8,33;5,13;43,91;37,02;Хорошевский район;475
Хорошевский район;476;2,04;1,41;7,68;4,23;43,10;41,22;Хорошевский район;476
Хорошевский район;477;3,68;3,02;14,32;3,29;28,52;45,99;Хорошевский район;477
Хорошевский район;478;1,34;4,01;10,52;2,34;34,56;45,74;Хорошевский район;478
Хорошевский район;479;1,34;1,34;4,03;2,01;46,98;44,30;Хорошевский район;479
Алексеевский район;480;2,21;2,02;12,13;4,23;40,62;37,82;Алексеевский район;480
Алексеевский район;481;3,07;1,20;12,00;5,07;26,13;50,80;Алексеевский район;481
Алексеевский район;482;1,30;2,11;12,03;6,83;29,59;47,15;Алексеевский район;482
Алексеевский район;483;0,63;2,06;12,06;5,40;34,13;44,44;Алексеевский район;483
Алексеевский район;484;2,97;1,81;11,86;5,60;33,94;42,50;Алексеевский район;484
Алексеевский район;485;2,16;1,15;11,70;4,58;30,41;48,98;Алексеевский район;485
Алексеевский район;486;2,06;2,27;11,44;6,49;33,09;42,99;Алексеевский район;486
Алексеевский район;487;2,16;3,82;11,20;5,09;29,39;45,42;Алексеевский район;487
Алексеевский район;488;2,95;1,28;13,09;5,26;33,25;43,52;Алексеевский район;488
Алексеевский район;489;1,18;2,53;13,80;5,05;25,08;51,18;Алексеевский район;489
Алексеевский район;490;2,02;2,40;11,35;5,10;36,25;41,83;Алексеевский район;490
Алексеевский район;491;1,96;1,81;11,76;6,03;35,29;42,08;Алексеевский район;491
Алексеевский район;492;2,72;1,60;10,99;7,04;30,99;45,19;Алексеевский район;492
Алексеевский район;493;1,66;2,65;11,94;5,80;33,50;42,45;Алексеевский район;493
Алексеевский район;494;1,71;2,05;17,98;7,19;29,28;39,90;Алексеевский район;494
Алексеевский район;495;1,20;1,38;12,91;5,68;30,64;47,50;Алексеевский район;495
Алексеевский район;496;1,62;1,80;15,83;6,65;32,01;40,65;Алексеевский район;496
Алексеевский район;497;2,25;1,50;15,85;5,46;28,59;45,72;Алексеевский район;497
Алексеевский район;498;2,51;3,05;13,64;6,64;32,50;39,86;Алексеевский район;498
Алексеевский район;499;3,02;2,66;10,83;6,93;26,11;49,02;Алексеевский район;499
Алексеевский район;3655;2,50;3,61;12,78;3,89;14,17;60,83;Алексеевский район;3655
Алтуфьевский район;500;6,08;4,24;7,92;2,76;22,47;54,70;Алтуфьевский район;500
Алтуфьевский район;501;5,65;2,68;11,44;3,25;23,31;52,68;Алтуфьевский район;501
Алтуфьевский район;502;4,35;3,87;12,58;3,39;24,52;47,90;Алтуфьевский район;502
Алтуфьевский район;503;4,87;1,42;11,36;2,43;18,66;60,24;Алтуфьевский район;503
Алтуфьевский район;504;4,24;3,66;15,03;2,70;20,23;52,79;Алтуфьевский район;504
Алтуфьевский район;505;8,67;2,78;9,00;3,27;22,91;49,43;Алтуфьевский район;505
Алтуфьевский район;506;2,52;2,97;11,87;2,52;24,63;53,56;Алтуфьевский район;506
Алтуфьевский район;507;2,81;2,27;10,03;2,54;22,46;57,89;Алтуфьевский район;507
Алтуфьевский район;508;3,13;3,26;11,03;2,13;21,18;57,52;Алтуфьевский район;508
Алтуфьевский район;509;4,67;2,28;11,62;2,99;24,79;52,10;Алтуфьевский район;509
Алтуфьевский район;510;3,91;2,90;9,58;2,77;28,75;50,95;Алтуфьевский район;510
Алтуфьевский район;511;3,59;2,56;7,95;1,54;28,85;54,87;Алтуфьевский район;511
Алтуфьевский район;512;3,75;3,61;8,03;1,87;23,96;57,16;Алтуфьевский район;512
Алтуфьевский район;513;4,64;2,45;9,79;2,06;18,56;61,34;Алтуфьевский район;513
Бабушкинский район;514;2,18;4,01;11,35;5,16;21,44;54,59;Бабушкинский район;514
Бабушкинский район;515;3,86;3,86;10,10;3,42;24,81;52,75;Бабушкинский район;515
Бабушкинский район;516;2,77;3,16;9,75;3,03;28,59;51,38;Бабушкинский район;516
Бабушкинский район;517;4,75;3,88;10,07;4,17;30,22;45,18;Бабушкинский район;517
Бабушкинский район;518;3,28;5,16;11,56;4,38;26,25;48,13;Бабушкинский район;518
Бабушкинский район;519;3,35;2,97;9,81;5,42;24,65;53,16;Бабушкинский район;519
Бабушкинский район;520;3,69;2,51;9,10;4,35;31,66;47,63;Бабушкинский район;520
Бабушкинский район;521;3,65;2,31;10,94;4,74;26,97;50,55;Бабушкинский район;521
Бабушкинский район;522;3,08;2,94;10,07;7,13;25,73;49,93;Бабушкинский район;522
Бабушкинский район;523;1,39;2,64;11,59;5,04;29,09;48,99;Бабушкинский район;523
Бабушкинский район;524;2,51;1,98;9,89;3,69;31,93;48,15;Бабушкинский район;524
Бабушкинский район;525;2,89;2,11;11,56;4,11;29,33;48,33;Бабушкинский район;525
Бабушкинский район;526;2,08;2,34;11,69;3,25;25,97;52,86;Бабушкинский район;526
Бабушкинский район;527;2,99;3,98;13,76;4,15;26,70;47,43;Бабушкинский район;527
Бабушкинский район;528;2,09;2,98;9,54;4,62;34,72;45,01;Бабушкинский район;528
Бабушкинский район;529;5,06;3,06;11,05;4,13;26,76;48,87;Бабушкинский район;529
Бабушкинский район;530;3,17;1,83;13,64;5,60;24,73;49,94;Бабушкинский район;530
Бабушкинский район;531;3,25;2,29;10,35;3,73;26,71;52,35;Бабушкинский район;531
Бабушкинский район;532;2,65;2,09;11,31;3,63;22,91;55,03;Бабушкинский район;532
Бабушкинский район;533;1,76;1,89;13,11;5,95;33,38;41,76;Бабушкинский район;533
Бабушкинский район;534;1,92;1,92;10,82;4,38;24,79;53,42;Бабушкинский район;534
Бабушкинский район;535;3,03;2,77;10,03;3,30;24,41;55,01;Бабушкинский район;535
Бабушкинский район;536;3,16;2,74;9,92;2,32;21,52;59,49;Бабушкинский район;536
Бабушкинский район;537;1,84;2,33;11,38;5,39;30,72;47,49;Бабушкинский район;537
Бабушкинский район;538;4,29;2,26;12,64;2,93;18,51;58,24;Бабушкинский район;538
Бабушкинский район;3656;3,33;5,42;12,50;3,33;13,33;61,67;Бабушкинский район;3656
район Бибирево;539;2,83;2,83;12,53;2,96;22,78;54,99;район Бибирево;539
район Бибирево;540;3,14;2,29;9,78;3,26;23,91;55,43;район Бибирево;540
район Бибирево;541;2,49;3,01;12,19;1,57;21,63;56,88;район Бибирево;541
район Бибирево;542;5,18;2,04;10,76;2,59;17,85;59,95;район Бибирево;542
район Бибирево;543;4,07;2,79;9,88;3,84;24,42;52,79;район Бибирево;543
район Бибирево;544;2,88;2,88;8,78;3,29;24,28;56,52;район Бибирево;544
район Бибирево;545;2,58;2,42;9,66;3,70;26,25;52,01;район Бибирево;545
район Бибирево;546;4,27;2,67;14,00;3,73;20,27;52,53;район Бибирево;546
район Бибирево;547;2,24;3,44;12,71;2,99;19,58;57,10;район Бибирево;547
район Бибирево;548;4,41;2,62;8,13;3,17;19,42;59,64;район Бибирево;548
район Бибирево;549;3,03;1,18;10,77;1,52;24,41;57,91;район Бибирево;549
район Бибирево;550;3,89;1,80;7,93;2,99;29,79;52,84;район Бибирево;550
район Бибирево;551;4,01;2,31;8,33;1,23;24,23;58,02;район Бибирево;551
район Бибирево;552;3,98;2,70;8,39;3,41;22,33;58,04;район Бибирево;552
район Бибирево;553;4,24;2,91;8,87;1,06;24,64;57,48;район Бибирево;553
район Бибирево;554;3,41;2,84;11,65;2,98;23,15;54,40;район Бибирево;554
район Бибирево;555;5,09;2,54;7,51;3,18;25,70;54,45;район Бибирево;555
район Бибирево;556;3,38;1,39;8,55;3,18;24,06;57,46;район Бибирево;556
район Бибирево;557;4,42;3,46;10,38;2,88;18,65;58,65;район Бибирево;557
район Бибирево;558;3,40;3,25;10,36;4,02;20,71;56,72;район Бибирево;558
район Бибирево;559;2,58;3,27;10,15;2,75;22,03;56,45;район Бибирево;559
район Бибирево;560;4,26;3,44;10,16;2,79;25,41;51,97;район Бибирево;560
район Бибирево;561;4,20;3,79;13,01;2,85;26,83;48,37;район Бибирево;561
район Бибирево;562;3,08;2,35;12,32;2,20;26,39;52,05;район Бибирево;562
