ТИК;УИК;Дегтярев Михаил Владимирович;Левичев Николай Владимирович;Мельников Иван Иванович;Митрохин Сергей Сергеевич;Навальный Алексей Анатольевич;Собянин Сергей Семенович;ТИК;УИК
Нагорный район;1905;2,51;2,90;12,27;3,43;23,22;54,35;Нагорный район;1905
Нагорный район;1906;2,28;3,88;9,46;3,08;29,08;50,51;Нагорный район;1906
Нагорный район;1907;2,80;2,80;11,18;3,73;25,47;52,80;Нагорный район;1907
Нагорный район;1908;1,73;1,73;8,15;3,33;33,46;50,74;Нагорный район;1908
Нагорный район;1909;2,62;3,28;11,01;3,54;33,55;45,09;Нагорный район;1909
Нагорный район;1910;3,19;4,30;11,79;4,05;30,34;44,96;Нагорный район;1910
Нагорный район;1911;3,57;2,86;14,00;4,71;26,14;48,00;Нагорный район;1911
Нагорный район;1912;2,29;2,97;11,74;4,18;29,82;48,04;Нагорный район;1912
Нагорный район;1913;1,31;3,66;7,44;5,22;33,81;47,52;Нагорный район;1913
Нагорный район;1914;4,28;2,90;11,31;4,00;30,62;45,66;Нагорный район;1914
Нагорный район;1915;2,34;3,59;14,90;3,59;27,72;46,34;Нагорный район;1915
Нагорный район;1916;2,73;3,72;8,93;3,23;33,25;47,39;Нагорный район;1916
район Орехово-Борисово Северное;1917;4,19;2,21;10,35;4,65;25,58;51,98;район Орехово-Борисово Северное;1917
район Орехово-Борисово Северное;1918;2,59;2,34;12,21;2,71;29,59;48,21;район Орехово-Борисово Северное;1918
район Орехово-Борисово Северное;1919;2,63;2,98;9,90;3,58;28,64;50,84;район Орехово-Борисово Северное;1919
район Орехово-Борисово Северное;1920;2,01;1,89;13,83;3,43;26,36;51,65;район Орехово-Борисово Северное;1920
район Орехово-Борисово Северное;1921;3,97;3,57;11,38;2,38;23,54;53,84;район Орехово-Борисово Северное;1921
район Орехово-Борисово Северное;1922;2,43;2,32;14,82;3,76;29,65;45,80;район Орехово-Борисово Северное;1922
район Орехово-Борисово Северное;1923;1,79;2,30;9,72;3,07;34,40;47,44;район Орехово-Борисово Северное;1923
район Орехово-Борисово Северное;1924;2,79;3,09;9,12;2,65;25,88;55,44;район Орехово-Борисово Северное;1924
район Орехово-Борисово Северное;1925;1,99;2,30;8,60;2,76;22,89;60,22;район Орехово-Борисово Северное;1925
район Орехово-Борисово Северное;1926;2,56;2,56;10,08;4,06;20,60;58,95;район Орехово-Борисово Северное;1926
район Орехово-Борисово Северное;1927;2,53;1,38;9,31;2,76;28,28;54,37;район Орехово-Борисово Северное;1927
район Орехово-Борисово Северное;1928;2,79;2,79;8,37;3,38;25,11;56,98;район Орехово-Борисово Северное;1928
район Орехово-Борисово Северное;1929;2,77;1,52;8,85;2,90;23,79;59,06;район Орехово-Борисово Северное;1929
район Орехово-Борисово Северное;1930;1,37;2,75;11,34;3,78;31,79;48,11;район Орехово-Борисово Северное;1930
район Орехово-Борисово Северное;1931;3,85;1,57;9,09;2,45;20,63;60,84;район Орехово-Борисово Северное;1931
район Орехово-Борисово Северное;1932;3,34;2,76;12,05;3,34;23,51;53,56;район Орехово-Борисово Северное;1932
район Орехово-Борисово Северное;1933;2,52;2,38;10,10;3,09;25,95;54,56;район Орехово-Борисово Северное;1933
район Орехово-Борисово Северное;1934;2,69;2,24;10,45;2,84;21,19;57,76;район Орехово-Борисово Северное;1934
район Орехово-Борисово Северное;1935;1,94;2,77;10,37;3,46;25,03;54,91;район Орехово-Борисово Северное;1935
район Орехово-Борисово Северное;1936;1,72;2,37;11,21;3,83;24,93;54,62;район Орехово-Борисово Северное;1936
район Орехово-Борисово Северное;1937;2,70;2,70;11,65;4,26;25,43;52,70;район Орехово-Борисово Северное;1937
район Орехово-Борисово Северное;1938;2,32;3,36;13,44;2,90;27,93;48,67;район Орехово-Борисово Северное;1938
район Орехово-Борисово Северное;1939;2,69;3,12;13,03;3,12;29,60;47,17;район Орехово-Борисово Северное;1939
район Орехово-Борисово Северное;1940;3,20;1,87;12,02;2,14;25,90;53,81;район Орехово-Борисово Северное;1940
район Орехово-Борисово Северное;1941;3,51;1,32;9,06;2,49;25,58;56,58;район Орехово-Борисово Северное;1941
район Орехово-Борисово Северное;1942;3,21;2,40;10,90;1,60;24,68;55,77;район Орехово-Борисово Северное;1942
район Орехово-Борисово Северное;1943;3,02;4,30;8,95;2,56;31,98;47,91;район Орехово-Борисово Северное;1943
район Орехово-Борисово Северное;1944;4,06;4,84;10,08;2,09;22,51;55,89;район Орехово-Борисово Северное;1944
район Орехово-Борисово Северное;1945;1,20;3,12;11,15;4,20;27,46;51,80;район Орехово-Борисово Северное;1945
район Орехово-Борисово Северное;1946;4,02;2,09;10,28;3,43;22,80;55,29;район Орехово-Борисово Северное;1946
район Орехово-Борисово Северное;1947;2,75;3,38;10,64;2,63;29,16;49,69;район Орехово-Борисово Северное;1947
район Орехово-Борисово Северное;1948;0,00;0,00;2,00;0,00;0,00;95,00;район Орехово-Борисово Северное;1948
район Орехово-Борисово Южное;1949;3,33;3,20;11,21;2,59;31,28;47,17;район Орехово-Борисово Южное;1949
район Орехово-Борисово Южное;1950;2,44;2,93;11,48;3,42;28,69;49,45;район Орехово-Борисово Южное;1950
район Орехово-Борисово Южное;1951;2,78;3,92;10,24;3,67;22,63;54,99;район Орехово-Борисово Южное;1951
район Орехово-Борисово Южное;1952;3,51;3,51;12,39;2,96;22,92;53,51;район Орехово-Борисово Южное;1952
район Орехово-Борисово Южное;1953;4,97;2,84;8,95;3,13;21,31;57,10;район Орехово-Борисово Южное;1953
район Орехово-Борисово Южное;1954;2,17;1,49;9,34;3,79;29,63;51,69;район Орехово-Борисово Южное;1954
район Орехово-Борисово Южное;1955;2,16;2,34;10,99;4,50;22,52;56,04;район Орехово-Борисово Южное;1955
район Орехово-Борисово Южное;1956;4,07;2,35;12,21;3,60;23,63;53,68;район Орехово-Борисово Южное;1956
район Орехово-Борисово Южное;1957;2,45;2,29;10,24;2,14;21,71;59,79;район Орехово-Борисово Южное;1957
район Орехово-Борисово Южное;1958;3,90;1,88;8,82;3,76;22,40;57,51;район Орехово-Борисово Южное;1958
район Орехово-Борисово Южное;1959;2,67;2,13;13,22;1,81;22,07;56,61;район Орехово-Борисово Южное;1959
район Орехово-Борисово Южное;1960;3,97;3,01;9,85;3,15;21,75;56,77;район Орехово-Борисово Южное;1960
район Орехово-Борисово Южное;1961;1,97;3,81;11,30;3,15;23,39;54,80;район Орехово-Борисово Южное;1961
район Орехово-Борисово Южное;1962;2,59;2,45;11,31;2,72;25,61;54,09;район Орехово-Борисово Южное;1962
район Орехово-Борисово Южное;1963;3,42;3,14;10,11;3,42;27,19;51,50;район Орехово-Борисово Южное;1963
район Орехово-Борисово Южное;1964;1,65;2,25;10,79;1,80;24,44;58,02;район Орехово-Борисово Южное;1964
район Орехово-Борисово Южное;1965;2,86;1,86;13,71;2,14;21,14;56,71;район Орехово-Борисово Южное;1965
район Орехово-Борисово Южное;1966;3,44;3,16;10,90;2,15;25,54;52,94;район Орехово-Борисово Южное;1966
район Орехово-Борисово Южное;1967;3,90;3,19;9,75;2,84;25,53;52,84;район Орехово-Борисово Южное;1967
район Орехово-Борисово Южное;1968;4,57;2,63;12,60;2,63;22,30;54,02;район Орехово-Борисово Южное;1968
район Орехово-Борисово Южное;1969;3,53;3,15;8,44;2,39;24,69;56,55;район Орехово-Борисово Южное;1969
район Орехово-Борисово Южное;1970;3,10;2,06;12,39;2,95;21,83;56,19;район Орехово-Борисово Южное;1970
район Орехово-Борисово Южное;1971;3,66;3,66;8,68;2,44;20,62;59,84;район Орехово-Борисово Южное;1971
район Орехово-Борисово Южное;1972;3,36;2,98;11,38;2,20;20,70;57,31;район Орехово-Борисово Южное;1972
район Орехово-Борисово Южное;1973;2,77;2,92;11,23;1,69;22,00;57,54;район Орехово-Борисово Южное;1973
район Орехово-Борисово Южное;1974;3,10;2,62;11,68;1,43;20,86;58,40;район Орехово-Борисово Южное;1974
район Орехово-Борисово Южное;1975;2,56;2,56;8,24;1,10;20,15;63,74;район Орехово-Борисово Южное;1975
район Орехово-Борисово Южное;1976;3,76;2,63;13,66;2,13;20,80;55,39;район Орехово-Борисово Южное;1976
район Орехово-Борисово Южное;1977;1,97;3,33;10,71;2,59;19,83;59,85;район Орехово-Борисово Южное;1977
район Орехово-Борисово Южное;1978;6,58;5,56;8,44;1,85;23,66;51,65;район Орехово-Борисово Южное;1978
район Орехово-Борисово Южное;1979;4,81;3,46;10,38;2,31;23,46;53,08;район Орехово-Борисово Южное;1979
район Орехово-Борисово Южное;1980;3,73;3,18;10,77;2,07;19,89;59,12;район Орехово-Борисово Южное;1980
район Орехово-Борисово Южное;1981;3,43;2,29;9,53;3,18;24,02;56,80;район Орехово-Борисово Южное;1981
район Орехово-Борисово Южное;1982;4,15;3,11;11,41;2,59;23,61;53,18;район Орехово-Борисово Южное;1982
район Орехово-Борисово Южное;1983;2,43;2,97;11,34;2,16;17,81;61,13;район Орехово-Борисово Южное;1983
район Орехово-Борисово Южное;1984;4,67;4,15;9,99;2,33;21,27;56,29;район Орехово-Борисово Южное;1984
район Царицыно;1985;2,30;2,16;10,95;2,70;28,11;52,97;район Царицыно;1985
район Царицыно;1986;3,05;3,44;9,16;3,44;29,52;49,75;район Царицыно;1986
район Царицыно;1987;1,79;3,21;13,10;2,50;29,29;49,52;район Царицыно;1987
район Царицыно;1988;4,51;2,05;10,67;3,15;27,36;51,03;район Царицыно;1988
район Царицыно;1989;2,37;4,75;10,34;2,65;23,32;53,07;район Царицыно;1989
район Царицыно;1990;3,16;1,47;9,26;2,95;25,68;55,58;район Царицыно;1990
район Царицыно;1991;3,17;1,19;9,11;1,98;28,51;55,25;район Царицыно;1991
район Царицыно;1992;5,57;2,55;9,39;2,39;23,41;54,62;район Царицыно;1992
район Царицыно;1993;2,99;2,82;10,61;1,82;17,58;62,52;район Царицыно;1993
район Царицыно;1994;3,25;2,74;9,57;3,93;21,88;57,09;район Царицыно;1994
район Царицыно;1995;4,46;3,17;10,22;2,45;24,89;53,24;район Царицыно;1995
район Царицыно;1996;4,55;3,79;11,36;2,88;23,33;52,73;район Царицыно;1996
район Царицыно;1997;2,60;3,73;8,44;1,79;24,19;57,63;район Царицыно;1997
район Царицыно;1998;1,74;3,48;7,54;2,61;34,06;49,13;район Царицыно;1998
район Царицыно;1999;4,31;2,59;8,79;1,72;26,55;54,48;район Царицыно;1999
район Царицыно;2000;4,46;3,16;11,52;4,09;28,99;45,54;район Царицыно;2000
район Царицыно;2001;3,09;2,77;9,61;2,61;26,22;53,42;район Царицыно;2001
район Царицыно;2002;3,39;0,80;13,94;3,59;30,08;47,21;район Царицыно;2002
район Царицыно;2003;3,79;2,37;9,64;1,58;23,85;57,03;район Царицыно;2003
район Царицыно;2004;2,51;3,34;11,98;5,15;22,84;51,53;район Царицыно;2004
район Царицыно;2005;2,99;3,80;9,50;3,53;31,61;47,08;район Царицыно;2005
район Царицыно;2006;3,66;3,66;9,62;3,79;24,25;53,52;район Царицыно;2006
район Царицыно;2007;5,41;3,49;7,68;3,49;26,00;53,23;район Царицыно;2007
район Царицыно;2008;4,21;3,58;8,88;4,36;23,21;54,67;район Царицыно;2008
район Царицыно;2009;3,82;2,91;9,33;2,14;24,62;55,96;район Царицыно;2009
район Царицыно;2010;3,70;2,78;8,73;2,38;26,72;54,23;район Царицыно;2010
район Царицыно;2011;3,16;2,53;9,97;2,90;25,13;55,05;район Царицыно;2011
район Царицыно;2012;3,70;3,50;11,28;3,31;23,54;53,50;район Царицыно;2012
район Царицыно;2013;3,10;3,76;6,42;3,54;25,22;56,86;район Царицыно;2013
район Царицыно;2014;2,45;2,30;8,88;2,60;24,96;57,43;район Царицыно;2014
район Царицыно;2015;3,52;2,78;11,85;2,41;21,11;55,00;район Царицыно;2015
район Царицыно;2016;2,67;2,23;10,40;4,01;27,93;51,26;район Царицыно;2016
район Царицыно;2017;2,89;3,86;10,45;2,89;24,60;52,41;район Царицыно;2017
район Царицыно;3734;2,84;3,98;9,09;2,27;12,69;67,05;район Царицыно;3734
район Царицыно;3735;4,34;3,10;4,55;1,65;7,85;71,49;район Царицыно;3735
район Чертаново Северное;2018;2,77;5,33;11,43;2,77;36,51;39,51;район Чертаново Северное;2018
район Чертаново Северное;2019;2,91;3,02;11,51;2,35;33,85;45,25;район Чертаново Северное;2019
район Чертаново Северное;2020;2,35;4,02;9,70;2,77;28,95;51,25;район Чертаново Северное;2020
район Чертаново Северное;2021;3,38;2,03;11,27;3,61;30,55;48,70;район Чертаново Северное;2021
район Чертаново Северное;2022;3,29;2,77;9,35;2,24;27,01;53,49;район Чертаново Северное;2022
район Чертаново Северное;2023;3,04;3,65;9,25;4,38;28,83;50,12;район Чертаново Северное;2023
район Чертаново Северное;2024;2,50;5,16;9,84;3,13;33,28;45,16;район Чертаново Северное;2024
район Чертаново Северное;2025;2,11;3,77;9,99;3,22;20,75;58,71;район Чертаново Северное;2025
район Чертаново Северное;2026;2,74;3,46;10,09;3,03;27,09;52,02;район Чертаново Северное;2026
район Чертаново Северное;2027;2,12;4,41;8,99;4,41;25,40;54,14;район Чертаново Северное;2027
район Чертаново Северное;2028;1,88;1,88;14,02;4,83;33,10;42,64;район Чертаново Северное;2028
район Чертаново Северное;2029;2,46;3,11;10,77;2,72;23,22;54,99;район Чертаново Северное;2029
район Чертаново Северное;2030;3,07;2,63;10,95;3,21;26,72;51,82;район Чертаново Северное;2030
район Чертаново Северное;2031;2,55;2,55;10,76;4,11;30,03;49,01;район Чертаново Северное;2031
район Чертаново Северное;2032;2,09;5,22;8,34;3,13;25,29;54,89;район Чертаново Северное;2032
район Чертаново Северное;2033;2,60;3,83;9,99;3,56;32,97;46,51;район Чертаново Северное;2033
район Чертаново Северное;2034;2,35;3,77;10,05;4,08;29,83;48,82;район Чертаново Северное;2034
район Чертаново Северное;2035;1,85;3,86;9,43;2,78;27,05;53,79;район Чертаново Северное;2035
район Чертаново Северное;2036;1,99;4,20;8,85;2,21;20,58;60,40;район Чертаново Северное;2036
район Чертаново Северное;2037;3,30;3,30;8,25;2,85;26,54;53,97;район Чертаново Северное;2037
район Чертаново Северное;2038;2,54;3,94;8,45;5,21;23,94;54,51;район Чертаново Северное;2038
район Чертаново Северное;2039;1,12;2,56;13,44;2,88;26,56;51,36;район Чертаново Северное;2039
район Чертаново Северное;2040;3,19;3,19;9,41;4,20;25,21;53,61;район Чертаново Северное;2040
район Чертаново Северное;2041;2,25;2,51;11,64;2,12;31,35;49,21;район Чертаново Северное;2041
район Чертаново Северное;2042;2,75;3,74;13,88;2,86;27,75;48,46;район Чертаново Северное;2042
район Чертаново Северное;2043;1,80;2,70;15,32;2,70;29,73;46,85;район Чертаново Северное;2043
район Чертаново Северное;2044;2,58;1,79;14,80;3,36;24,78;50,78;район Чертаново Северное;2044
район Чертаново Северное;2045;1,30;1,49;9,12;3,35;25,70;56,61;район Чертаново Северное;2045
район Чертаново Северное;2046;1,29;2,68;12,33;3,68;29,52;49,01;район Чертаново Северное;2046
район Чертаново Центральное;2047;1,75;1,75;1,75;0,00;2,46;90,18;район Чертаново Центральное;2047
район Чертаново Центральное;2048;3,99;2,61;10,89;2,30;22,55;57,21;район Чертаново Центральное;2048
район Чертаново Центральное;2049;3,30;3,58;12,52;2,34;27,37;49,66;район Чертаново Центральное;2049
район Чертаново Центральное;2050;2,17;2,53;11,75;3,07;23,15;56,06;район Чертаново Центральное;2050
район Чертаново Центральное;2051;2,24;2,62;11,21;2,62;24,67;54,77;район Чертаново Центральное;2051
район Чертаново Центральное;2052;2,41;2,80;13,47;3,18;23,38;53,75;район Чертаново Центральное;2052
район Чертаново Центральное;2053;1,44;3,54;9,45;2,76;31,76;49,87;район Чертаново Центральное;2053
район Чертаново Центральное;2054;3,80;2,03;13,81;4,31;25,22;49,68;район Чертаново Центральное;2054
район Чертаново Центральное;2055;3,94;3,94;8,52;3,44;24,94;54,45;район Чертаново Центральное;2055
район Чертаново Центральное;2056;3,35;2,95;10,86;4,16;21,72;55,23;район Чертаново Центральное;2056
район Чертаново Центральное;2057;2,57;2,57;12,98;2,14;20,11;58,77;район Чертаново Центральное;2057
район Чертаново Центральное;2058;2,22;4,08;10,75;3,83;26,95;51,42;район Чертаново Центральное;2058
район Чертаново Центральное;2059;3,67;3,67;8,81;1,83;24,95;55,41;район Чертаново Центральное;2059
район Чертаново Центральное;2060;2,99;2,24;7,11;2,37;21,32;62,84;район Чертаново Центральное;2060
район Чертаново Центральное;2061;4,97;4,83;14,35;3,98;19,03;52,56;район Чертаново Центральное;2061
район Чертаново Центральное;2062;2,43;5,02;11,81;2,75;24,92;51,94;район Чертаново Центральное;2062
район Чертаново Центральное;2063;2,96;4,25;12,48;4,12;26,51;47,75;район Чертаново Центральное;2063
район Чертаново Центральное;2064;2,92;4,87;12,80;2,92;26,43;48,68;район Чертаново Центральное;2064
район Чертаново Центральное;2065;1,94;1,94;14,55;3,52;33,33;43,27;район Чертаново Центральное;2065
район Чертаново Центральное;2066;2,32;2,86;15,96;3,14;23,87;51,02;район Чертаново Центральное;2066
район Чертаново Центральное;2067;2,55;3,75;11,39;2,68;27,08;52,41;район Чертаново Центральное;2067
район Чертаново Центральное;2068;2,86;2,29;13,57;2,86;23,29;54,14;район Чертаново Центральное;2068
район Чертаново Центральное;2069;1,82;2,51;11,45;2,09;31,01;49,58;район Чертаново Центральное;2069
район Чертаново Центральное;2070;3,32;1,81;15,08;1,06;20,06;57,16;район Чертаново Центральное;2070
район Чертаново Центральное;2071;1,38;3,92;11,06;2,99;26,50;53,23;район Чертаново Центральное;2071
район Чертаново Центральное;2072;3,19;3,91;11,01;2,61;26,09;51,59;район Чертаново Центральное;2072
район Чертаново Центральное;2073;4,40;4,40;9,33;2,99;24,12;53,70;район Чертаново Центральное;2073
район Чертаново Центральное;2074;2,81;4,84;9,67;2,50;22,62;56,63;район Чертаново Центральное;2074
район Чертаново Центральное;2075;3,44;2,65;11,24;2,51;25,40;54,23;район Чертаново Центральное;2075
район Чертаново Центральное;2076;3,61;2,41;12,35;4,52;26,81;48,64;район Чертаново Центральное;2076
район Чертаново Центральное;2077;5,35;2,06;12,14;2,47;23,66;53,09;район Чертаново Центральное;2077
район Чертаново Южное;2078;3,30;3,45;8,19;1,87;23,42;58,48;район Чертаново Южное;2078
район Чертаново Южное;2079;2,38;3,38;9,75;3,13;22,63;57,88;район Чертаново Южное;2079
район Чертаново Южное;2080;2,57;1,96;11,03;3,02;19,03;60,73;район Чертаново Южное;2080
район Чертаново Южное;2081;2,58;3,86;9,73;3,15;18,45;61,52;район Чертаново Южное;2081
район Чертаново Южное;2082;2,65;5,03;8,08;2,78;24,24;56,03;район Чертаново Южное;2082
район Чертаново Южное;2083;2,65;2,06;10,77;3,39;24,78;54,13;район Чертаново Южное;2083
район Чертаново Южное;2084;3,95;3,29;8,72;1,81;22,53;58,39;район Чертаново Южное;2084
район Чертаново Южное;2085;4,64;1,99;8,94;2,81;19,54;60,43;район Чертаново Южное;2085
район Чертаново Южное;2086;3,88;3,88;8,90;3,07;25,40;53,56;район Чертаново Южное;2086
район Чертаново Южное;2087;3,23;3,64;10,38;3,10;19,95;59,03;район Чертаново Южное;2087
район Чертаново Южное;2088;3,28;2,89;12,60;3,02;22,18;54,86;район Чертаново Южное;2088
район Чертаново Южное;2089;2,72;2,27;11,55;2,15;24,35;56,40;район Чертаново Южное;2089
район Чертаново Южное;2090;3,70;2,39;13,13;1,79;24,22;53,94;район Чертаново Южное;2090
район Чертаново Южное;2091;2,17;2,17;14,65;1,75;28,48;50,36;район Чертаново Южное;2091
район Чертаново Южное;2092;2,80;3,89;9,80;2,95;23,48;55,05;район Чертаново Южное;2092
район Чертаново Южное;2093;3,78;3,02;7,56;3,40;22,12;58,22;район Чертаново Южное;2093
район Чертаново Южное;2094;2,18;3,09;7,99;3,81;25,05;56,44;район Чертаново Южное;2094
район Чертаново Южное;2095;3,05;3,48;7,69;2,61;19,59;62,26;район Чертаново Южное;2095
район Чертаново Южное;2096;1,60;2,13;7,09;3,01;22,34;62,94;район Чертаново Южное;2096
район Чертаново Южное;2097;2,04;3,21;6,99;2,19;17,64;66,91;район Чертаново Южное;2097
район Чертаново Южное;2098;2,75;2,32;10,42;1,88;21,27;60,64;район Чертаново Южное;2098
район Чертаново Южное;2099;3,00;2,88;11,13;3,25;20,38;58,00;район Чертаново Южное;2099
район Чертаново Южное;2100;2,75;1,94;11,63;3,39;19,71;59,29;район Чертаново Южное;2100
район Чертаново Южное;2101;3,82;4,46;7,64;4,03;21,44;58,39;район Чертаново Южное;2101
район Чертаново Южное;2102;2,25;2,11;8,58;3,23;21,66;61,88;район Чертаново Южное;2102
район Чертаново Южное;2103;4,89;2,89;8,89;2,44;20,22;60,00;район Чертаново Южное;2103
район Чертаново Южное;2104;1,88;1,56;10,00;2,50;26,25;57,19;район Чертаново Южное;2104
район Чертаново Южное;2105;3,07;2,71;9,93;3,07;17,69;62,82;район Чертаново Южное;2105
район Чертаново Южное;2106;2,98;3,54;9,68;3,17;21,97;57,36;район Чертаново Южное;2106
район Чертаново Южное;2107;2,59;1,94;10,03;4,21;21,68;57,77;район Чертаново Южное;2107
район Чертаново Южное;2108;3,10;2,12;10,72;2,68;22,43;56,98;район Чертаново Южное;2108
район Чертаново Южное;2109;2,40;2,20;11,18;3,19;23,75;55,69;район Чертаново Южное;2109
район Чертаново Южное;2110;3,06;3,06;8,53;2,58;20,93;59,74;район Чертаново Южное;2110
район Чертаново Южное;2111;2,78;3,22;9,22;1,90;24,89;56,66;район Чертаново Южное;2111
район Чертаново Южное;2112;3,88;7,56;11,05;1,94;23,64;50,58;район Чертаново Южное;2112
район Чертаново Южное;2113;5,38;7,33;8,80;1,47;22,74;53,06;район Чертаново Южное;2113
район Чертаново Южное;2114;11,20;3,60;8,88;2,06;25,61;45,17;район Чертаново Южное;2114
район Чертаново Южное;2115;2,47;3,09;10,51;2,01;22,57;58,89;район Чертаново Южное;2115
район Чертаново Южное;2116;3,42;3,25;10,77;2,22;28,21;50,77;район Чертаново Южное;2116
район Чертаново Южное;2117;2,56;3,03;12,69;1,98;24,33;54,60;район Чертаново Южное;2117
район Чертаново Южное;3736;10,55;5,05;7,34;4,13;17,43;52,29;район Чертаново Южное;3736
Новомосковский административный округ;3299;1,72;1,15;10,92;4,41;23,95;55,36;Новомосковский административный округ;3299
Новомосковский административный округ;3300;1,38;2,76;5,52;0,69;6,90;81,38;Новомосковский административный округ;3300
Новомосковский административный округ;3301;2,16;0,72;7,91;2,16;10,07;75,54;Новомосковский административный округ;3301
Новомосковский административный округ;3302;3,45;2,59;2,59;0,86;18,10;69,83;Новомосковский административный округ;3302
Новомосковский административный округ;3303;2,11;1,22;6,67;2,34;14,46;70,52;Новомосковский административный округ;3303
Новомосковский административный округ;3304;1,96;2,24;6,43;0,98;12,87;72,87;Новомосковский административный округ;3304
Новомосковский административный округ;3305;2,03;2,03;8,10;0,92;20,26;66,11;Новомосковский административный округ;3305
Новомосковский административный округ;3306;2,79;4,94;11,05;1,18;12,12;65,99;Новомосковский административный округ;3306
Новомосковский административный округ;3307;1,40;3,16;9,47;1,29;17,08;66,32;Новомосковский административный округ;3307
Новомосковский административный округ;3308;4,08;2,26;7,73;1,56;19,36;62,33;Новомосковский административный округ;3308
Новомосковский административный округ;3309;2,52;3,14;10,90;1,05;13,21;67,51;Новомосковский административный округ;3309
Новомосковский административный округ;3310;3,83;0,55;4,92;0,00;20,77;66,67;Новомосковский административный округ;3310
Новомосковский административный округ;3311;5,26;2,26;5,26;1,13;8,65;73,68;Новомосковский административный округ;3311
Новомосковский административный округ;3312;2,54;2,84;8,08;1,20;13,47;68,26;Новомосковский административный округ;3312
Новомосковский административный округ;3313;3,24;1,62;6,07;0,40;11,13;75,30;Новомосковский административный округ;3313
Новомосковский административный округ;3314;1,17;0,50;6,71;1,01;15,10;73,66;Новомосковский административный округ;3314
Новомосковский административный округ;3315;2,52;2,01;8,39;1,68;13,26;70,47;Новомосковский административный округ;3315
Новомосковский административный округ;3316;1,89;1,05;5,45;0,84;10,48;77,78;Новомосковский административный округ;3316
Новомосковский административный округ;3317;1,67;1,88;9,62;1,88;11,09;69,46;Новомосковский административный округ;3317
Новомосковский административный округ;3318;1,26;1,26;6,29;1,89;13,84;73,58;Новомосковский административный округ;3318
Новомосковский административный округ;3319;0,33;0,00;7,54;0,33;8,20;80,33;Новомосковский административный округ;3319
Новомосковский административный округ;3320;1,43;1,43;6,43;0,00;12,14;77,50;Новомосковский административный округ;3320
Новомосковский административный округ;3321;2,38;2,80;7,56;1,26;17,23;66,81;Новомосковский административный округ;3321
Новомосковский административный округ;3322;2,26;1,81;5,43;1,81;14,03;72,55;Новомосковский административный округ;3322
Новомосковский административный округ;3323;2,64;1,39;6,10;1,53;14,01;71,84;Новомосковский административный округ;3323
Новомосковский административный округ;3324;1,64;1,34;6,86;3,28;20,86;64,08;Новомосковский административный округ;3324
Новомосковский административный округ;3325;2,22;2,35;8,36;1,83;17,10;64,36;Новомосковский административный округ;3325
Новомосковский административный округ;3326;4,13;0,97;13,35;2,67;12,14;64,32;Новомосковский административный округ;3326
Новомосковский административный округ;3327;1,89;1,89;7,89;2,21;17,03;65,62;Новомосковский административный округ;3327
Новомосковский административный округ;3328;1,90;1,02;4,96;1,31;33,43;55,62;Новомосковский административный округ;3328
Новомосковский административный округ;3329;2,61;1,41;4,99;2,17;30,73;57,44;Новомосковский административный округ;3329
Новомосковский административный округ;3330;4,38;1,70;6,08;2,19;16,55;67,40;Новомосковский административный округ;3330
Новомосковский административный округ;3331;0,60;2,10;9,58;2,25;19,01;64,67;Новомосковский административный округ;3331
Новомосковский административный округ;3332;1,71;2,29;7,86;1,86;21,57;62,71;Новомосковский административный округ;3332
Новомосковский административный округ;3333;2,96;1,29;13,68;1,85;20,15;59,52;Новомосковский административный округ;3333
Новомосковский административный округ;3334;2,10;1,91;5,74;4,21;22,94;61,76;Новомосковский административный округ;3334
Новомосковский административный округ;3335;2,44;2,74;5,49;2,74;17,68;67,07;Новомосковский административный округ;3335
Новомосковский административный округ;3336;6,38;0,77;5,36;2,04;11,73;70,92;Новомосковский административный округ;3336
Новомосковский административный округ;3337;7,57;1,78;3,19;1,32;11,35;72,61;Новомосковский административный округ;3337
Новомосковский административный округ;3338;2,35;1,56;5,61;1,30;7,82;79,01;Новомосковский административный округ;3338
Новомосковский административный округ;3339;1,98;1,32;4,95;0,99;13,20;75,91;Новомосковский административный округ;3339
Новомосковский административный округ;3340;2,08;1,38;4,33;1,38;9,69;80,10;Новомосковский административный округ;3340
Новомосковский административный округ;3341;2,90;1,45;5,24;1,11;9,36;77,37;Новомосковский административный округ;3341
Новомосковский административный округ;3342;2,41;0,20;4,02;1,01;11,27;79,28;Новомосковский административный округ;3342
Новомосковский административный округ;3343;2,18;0,95;6,26;1,09;10,20;77,82;Новомосковский административный округ;3343
Новомосковский административный округ;3344;2,36;0,74;4,87;1,77;23,04;66,91;Новомосковский административный округ;3344
Новомосковский административный округ;3345;3,03;1,19;5,51;1,01;11,40;76,65;Новомосковский административный округ;3345
Новомосковский административный округ;3346;1,41;2,58;5,39;1,87;17,56;69,09;Новомосковский административный округ;3346
Новомосковский административный округ;3347;2,07;2,55;5,89;1,27;20,22;64,81;Новомосковский административный округ;3347
Новомосковский административный округ;3348;3,63;5,24;6,45;1,61;15,32;66,13;Новомосковский административный округ;3348
Новомосковский административный округ;3349;1,03;0,86;4,79;3,08;33,73;55,65;Новомосковский административный округ;3349
Новомосковский административный округ;3350;1,57;3,30;8,00;2,43;17,39;65,57;Новомосковский административный округ;3350
Новомосковский административный округ;3351;1,32;1,76;9,25;1,10;20,70;62,99;Новомосковский административный округ;3351
